CustomerID,Recency,Frequency,Monetary,NumItems,NumProducts,Country,FirstPurchase,LastPurchase,Churned,Tenure
12410,309,26,693.3299999999999,211,26,Switzerland,2011-02-04 10:38:00,2011-02-04 10:39:00,1,0
12412,75,61,1226.88,829,44,Denmark,2011-06-23 13:51:00,2011-09-26 10:16:00,0,94
12413,67,38,758.1,286,29,France,2011-01-06 16:12:00,2011-10-04 09:00:00,0,270
12414,217,18,562.41,300,16,Austria,2011-02-02 14:51:00,2011-05-06 14:51:00,1,93
12415,24,714,124914.53,77374,451,Australia,2011-01-06 11:12:00,2011-11-15 14:22:00,0,313
12417,3,192,3649.1,1552,159,Belgium,2010-12-17 11:51:00,2011-12-06 14:52:00,0,354
12418,113,34,668.58,407,34,Switzerland,2011-08-19 11:08:00,2011-08-19 11:08:00,1,0
12420,64,29,600.39,345,29,Cyprus,2011-10-07 08:55:00,2011-10-07 08:55:00,0,0
12421,16,45,807.04,484,32,Spain,2011-01-24 15:09:00,2011-11-24 09:07:00,0,303
12422,96,39,803.5600000000001,370,39,Australia,2011-01-19 09:13:00,2011-09-05 09:48:00,1,229
12423,1,125,1859.31,1339,96,Belgium,2010-12-21 10:54:00,2011-12-09 10:10:00,0,352
12424,163,30,1760.96,740,30,Australia,2011-06-30 12:06:00,2011-06-30 12:06:00,1,0
12425,78,36,777.2,496,36,Portugal,2011-09-22 17:31:00,2011-09-22 17:31:00,0,0
12426,195,30,582.73,258,30,Germany,2011-05-29 12:26:00,2011-05-29 12:26:00,1,0
12427,22,31,825.8,533,26,Germany,2010-12-03 10:44:00,2011-11-18 08:56:00,0,349
12428,26,294,7956.46,3536,259,Finland,2011-03-01 09:33:00,2011-11-14 08:22:00,0,257
12429,9,97,3750.4,1557,82,Denmark,2010-12-09 12:05:00,2011-11-30 17:22:00,0,356
12430,43,11,256.4,117,11,Norway,2011-10-27 15:09:00,2011-10-27 15:09:00,0,0
12431,36,235,6487.45,2906,163,Australia,2010-12-01 10:03:00,2011-11-04 11:55:00,0,338
12432,43,108,5059.32,1801,107,Norway,2011-06-20 13:27:00,2011-10-28 11:43:00,0,129
12433,1,420,13375.87,11071,222,Norway,2010-12-01 13:24:00,2011-12-09 10:02:00,0,372
12434,85,50,806.14,394,46,Australia,2011-03-24 13:05:00,2011-09-16 12:38:00,0,175
12435,80,36,7829.89,2055,31,Denmark,2011-03-17 07:40:00,2011-09-21 09:06:00,0,188
12436,100,16,509.01,211,16,Norway,2011-09-01 12:09:00,2011-09-01 12:09:00,1,0
12437,2,199,4951.41,2922,119,France,2011-01-12 14:13:00,2011-12-08 11:35:00,0,329
12438,14,98,2906.85,1180,85,Norway,2011-07-22 13:29:00,2011-11-25 13:28:00,0,125
12441,367,11,173.55,121,11,France,2010-12-08 10:45:00,2010-12-08 10:45:00,1,0
12442,3,12,172.06,182,12,Spain,2011-12-06 14:22:00,2011-12-06 14:22:00,0,0
12444,21,176,5005.46,1153,138,Norway,2011-06-21 14:00:00,2011-11-18 13:23:00,0,149
12445,22,4,133.4,62,4,Spain,2011-11-17 18:43:00,2011-11-17 18:43:00,0,0
12446,58,57,1002.3100000000001,351,57,RSA,2011-10-13 12:50:00,2011-10-13 12:50:00,0,0
12447,243,26,476.49,190,26,Belgium,2011-04-10 13:25:00,2011-04-10 13:25:00,1,0
12448,44,22,449.45,243,22,Spain,2011-10-26 13:46:00,2011-10-26 13:46:00,0,0
12449,22,191,4067.29,1553,119,Belgium,2011-06-05 15:37:00,2011-11-17 13:46:00,0,164
12450,156,8,197.88,128,7,Spain,2011-06-19 14:36:00,2011-07-06 14:41:00,1,17
12451,11,354,9035.52,6575,265,Switzerland,2011-01-19 09:05:00,2011-11-29 08:40:00,0,313
12452,17,22,430.57,185,21,Switzerland,2011-11-23 08:05:00,2011-11-23 10:28:00,0,0
12453,134,43,707.09,473,43,Austria,2011-07-28 14:08:00,2011-07-28 14:08:00,1,0
12454,56,15,3528.34,1006,15,Spain,2011-10-14 17:13:00,2011-10-14 17:13:00,0,0
12455,73,90,2466.86,2089,85,Cyprus,2011-02-16 09:56:00,2011-09-27 15:31:00,0,223
12456,44,125,3181.04,1633,105,Switzerland,2011-03-30 09:12:00,2011-10-26 14:41:00,0,210
12457,66,62,2363.23,843,53,Switzerland,2011-04-14 18:57:00,2011-10-04 13:13:00,0,172
12458,71,38,947.4,506,35,Switzerland,2011-02-28 10:55:00,2011-09-29 15:25:00,0,213
12461,94,35,826.88,287,35,Switzerland,2011-07-08 10:23:00,2011-09-06 16:57:00,1,60
12462,19,62,1189.59,536,52,Spain,2011-02-09 14:44:00,2011-11-21 09:11:00,0,284
12463,53,83,1344.78,776,65,Belgium,2011-04-12 12:47:00,2011-10-17 13:44:00,0,188
12464,10,29,1212.05,112,6,Belgium,2011-02-03 13:30:00,2011-11-29 13:33:00,0,299
12465,17,47,742.1899999999999,479,46,Belgium,2011-06-23 13:37:00,2011-11-22 16:34:00,0,152
12468,188,38,729.5400000000001,366,36,Germany,2011-01-27 13:29:00,2011-06-05 11:36:00,1,128
12471,2,460,19824.05,8212,153,Germany,2010-12-10 09:35:00,2011-12-07 15:43:00,0,362
12472,32,339,6572.11,4148,221,Germany,2010-12-05 14:19:00,2011-11-07 14:01:00,0,336
12473,29,168,3938.5499999999997,2439,140,Germany,2011-06-01 10:15:00,2011-11-10 13:46:00,0,162
12474,17,424,7375.79,4847,254,Germany,2011-01-14 10:06:00,2011-11-22 14:39:00,0,312
12475,54,36,723.38,535,36,Germany,2011-10-17 10:10:00,2011-10-17 10:10:00,0,0
12476,16,233,6816.42,2408,178,Germany,2010-12-13 14:39:00,2011-11-24 12:40:00,0,345
12477,23,300,13219.74,3653,193,Germany,2011-02-11 12:45:00,2011-11-17 09:51:00,0,278
12478,4,36,680.99,236,36,Greece,2011-12-06 09:56:00,2011-12-06 09:56:00,0,0
12479,11,31,527.2,385,31,Germany,2011-11-28 13:26:00,2011-11-28 13:26:00,0,0
12480,28,154,3281.63,1707,129,Germany,2011-01-07 15:27:00,2011-11-11 14:52:00,0,307
12481,23,217,5596.32,3304,152,Germany,2010-12-09 10:13:00,2011-11-17 08:29:00,0,342
12483,17,75,2484.98,1110,46,Sweden,2011-01-04 14:20:00,2011-11-22 17:02:00,0,322
12484,33,346,4541.72,2191,257,Spain,2011-01-07 14:04:00,2011-11-07 11:37:00,0,303
12488,10,55,1298.66,529,46,France,2011-09-25 10:34:00,2011-11-30 08:50:00,0,65
12489,336,15,334.93,105,15,France,2011-01-07 13:13:00,2011-01-07 13:13:00,1,0
12490,5,245,5417.93,3064,132,France,2011-01-14 09:13:00,2011-12-04 16:07:00,0,324
12491,39,26,460.40000000000003,260,25,France,2011-11-01 12:18:00,2011-11-01 12:18:00,0,0
12492,63,20,263.21000000000004,192,19,Germany,2011-08-26 14:51:00,2011-10-07 15:15:00,0,42
12493,166,22,433.74,207,20,France,2011-05-26 14:53:00,2011-06-27 10:17:00,1,31
12494,16,77,1246.1000000000001,707,65,France,2010-12-09 11:31:00,2011-11-24 09:34:00,0,349
12497,82,14,1043.1,1236,14,Germany,2011-09-19 12:29:00,2011-09-19 12:29:00,0,0
12498,21,23,403.70000000000005,159,21,Germany,2011-10-13 09:30:00,2011-11-18 12:53:00,0,36
12500,23,61,4257.82,2678,35,Germany,2011-01-10 09:48:00,2011-11-16 16:20:00,0,310
12501,337,149,2169.39,1783,149,Germany,2011-01-07 12:28:00,2011-01-07 12:28:00,1,0
12502,96,147,3723.87,820,102,Spain,2011-02-03 10:41:00,2011-09-05 11:52:00,1,214
12504,18,9,482.04999999999995,90,6,Germany,2011-11-09 14:56:00,2011-11-21 16:02:00,0,12
12506,233,23,73.5,23,23,France,2011-04-21 08:54:00,2011-04-21 08:54:00,1,0
12507,134,21,1304.81,894,19,Spain,2011-02-14 09:24:00,2011-07-28 17:09:00,1,164
12508,26,69,398.27,272,57,France,2011-11-10 16:27:00,2011-11-13 15:37:00,0,2
12509,284,7,176.5,55,7,France,2011-02-28 14:45:00,2011-02-28 14:45:00,1,0
12510,143,33,982.5699999999999,353,29,Spain,2011-01-18 14:04:00,2011-07-20 10:15:00,1,182
12512,66,34,138.03,99,31,Israel,2011-10-04 14:53:00,2011-10-04 14:55:00,0,0
12513,113,35,612.29,462,35,France,2011-08-19 10:51:00,2011-08-19 10:51:00,1,0
12514,267,51,1017.68,440,51,Italy,2011-03-17 16:38:00,2011-03-17 16:38:00,1,0
12515,353,16,383.7,131,16,Italy,2010-12-21 15:43:00,2010-12-21 15:43:00,1,0
12516,78,26,1312.06,875,20,Germany,2011-06-12 11:37:00,2011-09-23 09:13:00,0,102
12517,28,284,2502.84,1371,233,Germany,2011-06-02 15:13:00,2011-11-11 14:04:00,0,161
12518,1,124,2056.89,1318,84,Germany,2011-08-21 13:18:00,2011-12-09 10:13:00,0,109
12519,64,18,340.84,183,17,Germany,2011-10-07 09:26:00,2011-10-07 09:26:00,0,0
12520,79,152,2634.26,1439,122,Germany,2011-03-11 11:35:00,2011-09-21 15:23:00,0,194
12521,143,38,599.68,309,38,Germany,2011-07-20 10:51:00,2011-07-20 10:51:00,1,0
12522,39,12,192.72,194,11,Germany,2011-10-19 14:41:00,2011-10-31 15:30:00,0,12
12523,19,106,1789.77,865,85,France,2011-01-12 09:43:00,2011-11-20 12:55:00,0,312
12524,9,144,4485.72,3699,114,Germany,2011-01-10 10:35:00,2011-11-30 15:31:00,0,324
12526,1,71,1316.66,632,64,Germany,2011-09-06 14:19:00,2011-12-09 12:09:00,0,93
12527,82,18,348.71000000000004,234,18,Germany,2011-01-18 12:05:00,2011-09-19 11:55:00,0,243
12528,9,92,1933.48,756,51,Germany,2011-01-31 09:05:00,2011-11-30 14:40:00,0,303
12530,60,66,1662.28,913,51,Germany,2011-01-07 10:04:00,2011-10-11 12:34:00,0,277
12531,15,17,125.22,45,17,Germany,2011-11-25 11:12:00,2011-11-25 11:12:00,0,0
12532,30,16,349.83000000000004,153,16,France,2011-11-09 13:47:00,2011-11-09 13:47:00,0,0
12534,131,63,1089.18,651,63,Germany,2011-08-01 10:26:00,2011-08-01 10:26:00,1,0
12535,92,34,716.35,219,28,France,2011-06-06 12:47:00,2011-09-09 08:48:00,1,94
12536,43,261,12601.830000000002,2803,260,France,2011-10-11 14:52:00,2011-10-27 14:20:00,0,15
12538,29,21,363.95,191,21,Spain,2011-11-10 17:16:00,2011-11-10 17:16:00,0,0
12539,22,273,5568.35,2067,157,Spain,2011-01-10 09:11:00,2011-11-17 13:30:00,0,311
12540,20,478,13400.24,6685,277,Spain,2010-12-13 09:39:00,2011-11-20 11:31:00,0,342
12541,30,52,981.18,680,47,Spain,2011-03-04 09:32:00,2011-11-10 10:40:00,0,251
12544,36,19,372.7,136,19,Spain,2011-11-03 16:15:00,2011-11-03 16:15:00,0,0
12545,75,50,1000.39,523,42,Spain,2011-03-25 12:04:00,2011-09-25 13:39:00,0,184
12546,47,69,1161.5,633,59,Spain,2011-09-23 09:44:00,2011-10-24 12:09:00,0,31
12547,198,8,207.79999999999998,134,7,Spain,2011-03-04 12:46:00,2011-05-26 12:38:00,1,82
12548,166,5,95.19999999999999,49,5,Spain,2011-06-26 15:35:00,2011-06-26 15:35:00,1,0
12550,79,57,964.83,569,57,Spain,2011-09-21 14:35:00,2011-09-21 14:35:00,0,0
12551,358,10,168.0,100,10,Spain,2010-12-17 11:23:00,2010-12-17 11:23:00,1,0
12552,39,20,437.82,88,20,Italy,2011-10-31 12:11:00,2011-11-01 10:02:00,0,0
12553,8,191,3692.28,1965,97,France,2011-01-14 10:42:00,2011-12-01 16:38:00,0,321
12556,50,121,603.71,358,101,Spain,2011-07-11 13:35:00,2011-10-20 13:06:00,0,100
12557,16,33,11990.960000000001,4384,20,Spain,2010-12-03 12:20:00,2011-11-23 16:59:00,0,355
12558,8,11,269.96,196,11,USA,2011-12-02 10:41:00,2011-12-02 10:41:00,0,0
12559,311,21,561.71,283,21,Germany,2011-01-24 10:12:00,2011-02-02 09:49:00,1,8
12560,5,105,2134.01,1110,91,Germany,2011-07-19 15:55:00,2011-12-04 13:54:00,0,137
12561,303,16,238.85,177,16,Germany,2011-02-10 11:39:00,2011-02-10 11:39:00,1,0
12562,8,168,3781.7400000000002,1779,100,France,2011-05-25 12:44:00,2011-12-01 17:20:00,0,190
12564,261,21,456.9,133,21,France,2011-03-23 14:55:00,2011-03-23 14:55:00,1,0
12565,289,9,145.92,80,9,Saudi Arabia,2011-02-24 10:34:00,2011-02-24 10:34:00,1,0
12566,86,19,351.65,265,19,Germany,2011-09-14 14:30:00,2011-09-14 14:30:00,0,0
12567,23,446,9401.28,4305,323,France,2010-12-05 11:57:00,2011-11-17 11:02:00,0,346
12569,2,188,4124.69,1801,93,Germany,2011-04-01 13:47:00,2011-12-07 16:24:00,0,250
12571,40,34,519.61,523,31,France,2011-08-10 12:35:00,2011-10-31 10:19:00,0,81
12572,9,60,1020.42,452,53,Germany,2011-10-19 08:20:00,2011-12-01 09:20:00,0,43
12573,227,28,160.54000000000002,84,26,France,2011-04-26 15:52:00,2011-04-26 15:52:00,1,0
12574,316,11,218.45,61,11,France,2011-01-28 09:20:00,2011-01-28 09:20:00,1,0
12576,36,88,1315.83,967,72,Poland,2011-02-08 11:31:00,2011-11-04 10:11:00,0,268
12577,35,147,657.8,472,137,France,2010-12-15 16:21:00,2011-11-04 13:24:00,0,323
12578,21,114,2794.51,1196,111,Italy,2011-01-13 15:34:00,2011-11-18 13:30:00,0,308
12579,78,29,440.42,285,29,France,2011-09-22 17:15:00,2011-09-22 17:15:00,0,0
12580,247,24,415.7,238,24,Germany,2011-04-07 10:24:00,2011-04-07 10:24:00,1,0
12581,40,15,197.71,161,15,Germany,2011-10-31 08:56:00,2011-10-31 08:56:00,0,0
12582,239,22,511.36,300,21,Finland,2011-02-24 11:42:00,2011-04-15 08:45:00,1,49
12583,3,247,7281.38,5060,117,France,2010-12-01 08:45:00,2011-12-07 08:07:00,0,370
12584,4,96,2338.15,416,45,Italy,2011-03-04 15:15:00,2011-12-06 09:35:00,0,276
12585,234,87,2040.1,1279,77,Germany,2010-12-23 12:58:00,2011-04-19 13:39:00,1,117
12586,17,11,196.94000000000003,79,11,Italy,2011-11-22 16:24:00,2011-11-22 16:24:00,0,0
12587,8,4,144.0,51,4,Finland,2011-12-02 12:47:00,2011-12-02 12:47:00,0,0
12588,39,10,214.89999999999998,53,10,Finland,2011-10-31 15:01:00,2011-10-31 15:01:00,0,0
12589,29,35,646.68,306,29,France,2011-07-18 12:05:00,2011-11-11 10:19:00,0,115
12590,211,68,9864.26,4283,68,Germany,2011-05-12 14:46:00,2011-05-12 14:52:00,1,0
12591,317,26,452.84999999999997,228,26,Italy,2011-01-26 14:35:00,2011-01-26 14:35:00,1,0
12592,92,18,437.6,290,11,Germany,2011-05-10 13:44:00,2011-09-08 15:04:00,1,121
12593,109,21,418.09999999999997,206,14,France,2011-05-05 09:29:00,2011-08-23 12:43:00,1,110
12594,38,118,3338.2200000000003,1777,51,Italy,2011-01-21 09:52:00,2011-11-02 12:20:00,0,285
12596,51,27,618.27,474,25,Spain,2011-04-11 13:22:00,2011-10-19 13:02:00,0,190
12597,19,206,3811.22,2236,185,Spain,2011-03-16 14:00:00,2011-11-20 13:33:00,0,248
12598,10,132,3023.08,1964,84,France,2011-02-28 11:58:00,2011-11-30 12:18:00,0,275
12599,29,62,1032.58,956,32,France,2011-02-08 13:28:00,2011-11-10 13:34:00,0,275
12600,29,64,2599.04,774,32,Germany,2010-12-03 12:57:00,2011-11-11 10:29:00,0,342
12601,190,28,577.0600000000001,245,21,Germany,2011-01-11 10:38:00,2011-06-03 10:17:00,1,142
12602,59,12,153.12,162,12,France,2011-10-12 11:22:00,2011-10-12 11:22:00,0,0
12603,22,2,739.1999999999999,63,2,Germany,2011-11-18 10:42:00,2011-11-18 10:42:00,0,0
12604,79,16,254.18,201,15,France,2011-03-23 12:06:00,2011-09-21 14:08:00,0,182
12607,60,101,1579.51,1228,101,USA,2011-10-10 16:06:00,2011-10-10 16:06:00,0,0
12609,78,60,1126.85,648,57,Germany,2011-01-25 15:13:00,2011-09-22 16:34:00,0,240
12610,23,106,2099.54,1049,85,Italy,2011-08-05 13:52:00,2011-11-17 09:34:00,0,103
12611,52,65,1193.32,846,65,Italy,2011-10-18 13:12:00,2011-10-18 13:12:00,0,0
12612,74,19,704.0400000000001,262,19,Germany,2011-09-26 15:35:00,2011-09-26 15:35:00,0,0
12613,57,153,3344.38,1644,124,Germany,2011-03-22 15:42:00,2011-10-13 14:59:00,0,204
12614,278,20,315.6,76,20,Germany,2011-03-07 10:22:00,2011-03-07 10:22:00,1,0
12615,2,105,2291.19,1376,82,France,2011-06-24 13:35:00,2011-12-07 15:02:00,0,166
12616,95,32,713.3,284,25,France,2011-02-15 14:17:00,2011-09-05 15:17:00,1,202
12617,29,42,355.53,213,39,France,2011-11-10 14:39:00,2011-11-10 14:39:00,0,0
12618,22,11,177.31,96,11,Italy,2011-11-18 11:10:00,2011-11-18 11:10:00,0,0
12619,16,90,3641.24,3378,50,Germany,2011-03-31 13:10:00,2011-11-23 14:52:00,0,237
12620,15,92,1339.41,1181,89,France,2011-05-19 12:10:00,2011-11-25 10:20:00,0,189
12621,2,467,13689.67,7440,265,Germany,2010-12-09 10:16:00,2011-12-08 11:25:00,0,364
12622,232,11,180.1,69,11,Germany,2011-04-21 16:39:00,2011-04-21 16:39:00,1,0
12623,276,18,305.1,191,18,Germany,2011-03-08 13:50:00,2011-03-08 13:50:00,1,0
12624,106,38,641.13,355,36,France,2011-06-15 12:34:00,2011-08-25 15:04:00,1,71
12625,212,86,2683.82,1612,74,Germany,2011-01-24 13:27:00,2011-05-12 09:54:00,1,107
12626,23,294,6620.48,3453,233,Germany,2011-01-17 11:01:00,2011-11-16 16:06:00,0,303
12627,11,230,4478.53,2752,162,Germany,2011-07-22 13:59:00,2011-11-29 12:07:00,0,129
12628,4,41,786.46,448,34,Germany,2011-10-06 09:28:00,2011-12-05 13:15:00,0,60
12630,10,64,1270.88,548,60,Finland,2011-10-27 10:41:00,2011-11-30 10:48:00,0,34
12631,57,31,640.5,236,31,Finland,2011-10-13 13:53:00,2011-10-13 13:53:00,0,0
12633,59,101,2163.98,1162,73,Germany,2011-02-25 08:44:00,2011-10-12 11:40:00,0,229
12635,90,101,1689.18,1172,97,Germany,2011-07-08 08:43:00,2011-09-11 11:04:00,0,65
12637,67,390,6021.9,3002,206,France,2011-01-20 10:47:00,2011-10-03 13:46:00,0,256
12638,33,39,671.69,577,39,Sweden,2011-11-06 13:11:00,2011-11-06 13:11:00,0,0
12639,239,22,486.1,201,22,Sweden,2011-04-15 12:48:00,2011-04-15 12:48:00,1,0
12640,24,53,1174.58,311,47,France,2011-09-19 12:01:00,2011-11-16 11:52:00,0,57
12641,115,10,185.9,72,10,Sweden,2011-08-16 13:26:00,2011-08-16 13:26:00,1,0
12642,25,47,1013.26,552,39,Germany,2011-08-24 09:23:00,2011-11-14 15:03:00,0,82
12643,128,24,3344.64,1808,11,France,2011-01-11 11:48:00,2011-08-03 12:56:00,1,204
12644,130,31,477.91,325,31,Germany,2011-08-02 10:33:00,2011-08-02 10:33:00,1,0
12645,34,73,1775.18,1084,58,Germany,2011-01-27 13:08:00,2011-11-06 12:38:00,0,282
12646,5,45,1346.97,897,43,USA,2011-10-21 12:52:00,2011-12-05 10:14:00,0,44
12647,22,121,3722.82,1431,80,Germany,2010-12-05 14:02:00,2011-11-17 12:56:00,0,346
12648,155,21,318.05,160,21,Germany,2011-07-08 11:55:00,2011-07-08 11:55:00,1,0
12649,107,31,623.51,586,28,Germany,2011-05-11 14:37:00,2011-08-24 14:41:00,1,105
12650,3,20,314.44,254,20,France,2011-12-06 16:34:00,2011-12-06 16:34:00,0,0
12651,335,9,114.0,78,9,France,2011-01-09 12:46:00,2011-01-09 12:46:00,1,0
12652,331,48,919.98,505,48,France,2011-01-12 15:00:00,2011-01-12 15:00:00,1,0
12653,149,43,2209.85,919,37,Israel,2011-02-16 10:53:00,2011-07-14 10:41:00,1,147
12654,11,38,601.98,264,31,Germany,2011-02-17 13:16:00,2011-11-29 10:10:00,0,284
12656,17,126,4051.17,1723,89,France,2011-04-20 09:20:00,2011-11-22 13:42:00,0,216
12657,11,47,1643.18,1044,35,France,2011-09-22 11:40:00,2011-11-28 15:47:00,0,67
12658,19,36,686.05,320,36,Germany,2011-11-21 10:22:00,2011-11-21 10:22:00,0,0
12659,30,5,91.68,105,5,France,2011-11-10 11:53:00,2011-11-10 11:53:00,0,0
12660,11,13,245.1,127,13,France,2011-11-28 13:26:00,2011-11-28 13:26:00,0,0
12662,1,230,3849.78,2058,129,Germany,2010-12-01 13:04:00,2011-12-09 11:59:00,0,372
12664,8,37,4881.88,1203,13,Finland,2011-01-21 11:42:00,2011-12-01 17:07:00,0,314
12665,325,3,63.0,37,3,Germany,2011-01-19 08:34:00,2011-01-19 08:34:00,1,0
12667,58,33,620.13,395,33,Finland,2011-10-12 17:00:00,2011-10-12 17:00:00,0,0
12668,12,161,3807.15,1634,116,Germany,2010-12-19 12:46:00,2011-11-28 10:56:00,0,343
12669,151,101,2744.0299999999997,1115,97,France,2011-03-28 10:15:00,2011-07-12 09:54:00,1,105
12670,10,92,2996.05,1397,58,France,2011-04-21 10:16:00,2011-11-29 15:23:00,0,222
12672,330,10,225.89999999999998,78,10,France,2011-01-14 09:20:00,2011-01-14 09:20:00,1,0
12673,5,42,610.52,351,42,Germany,2011-01-17 11:46:00,2011-12-04 13:55:00,0,321
12674,39,83,1970.6,1133,52,France,2011-05-16 09:10:00,2011-11-01 12:12:00,0,169
12676,25,45,1331.39,670,33,Sweden,2011-02-01 15:41:00,2011-11-15 12:25:00,0,286
12678,42,165,17628.46,10923,107,France,2010-12-21 11:00:00,2011-10-28 13:04:00,0,311
12679,59,48,1113.02,554,43,France,2011-03-01 12:26:00,2011-10-12 12:30:00,0,225
12680,1,52,862.81,443,33,France,2011-08-18 15:44:00,2011-12-09 12:50:00,0,112
12681,15,638,13787.54,7536,269,France,2010-12-07 10:08:00,2011-11-25 11:33:00,0,353
12682,4,525,12288.22,5575,216,France,2010-12-03 13:59:00,2011-12-06 10:00:00,0,367
12683,4,344,8476.57,4987,180,France,2010-12-09 10:37:00,2011-12-05 16:31:00,0,361
12684,8,105,2283.63,1985,61,France,2011-05-10 12:55:00,2011-12-02 09:53:00,0,205
