Frequency,Monetary,NumItems,NumProducts,Tenure,AvgOrderValue,RevenuePerMonth,PurchaseTrend,ReturnRate,IsUK,Country_Belgium,Country_France,Country_Germany,Country_Other,Country_Spain,Country_Switzerland,Country_United Kingdom,Churned
3.1780538303479458,6.315358001522335,6.013715156042802,3.1780538303479458,4.890349128221754,3.2188758248682006,4.636884161477619,-46.20000000000002,0.0,0,False,False,False,True,False,False,False,1
4.454347296253507,7.180907299649593,7.317876198626496,4.2626798770413155,4.653960350157523,2.8002181945034623,5.686899461732095,-72.154,0.0,0,True,False,False,False,False,False,False,0
3.1354942159291497,6.465180028897591,5.1647859739235145,3.1354942159291497,0.0,3.4063055249763377,6.465180028897591,0.0,0.0,0,False,False,False,True,False,False,False,1
2.4849066497880004,5.135210028677887,5.159055299214529,2.4849066497880004,0.0,2.794505868158117,5.135210028677887,0.0,0.0,0,False,False,False,True,False,False,False,0
5.123963979403259,8.173770053153254,7.763871287820222,4.969813299576001,5.736572297479192,3.1015181478358063,5.751867234868323,-564.37,0.0,0,False,False,False,True,False,False,False,0
4.1588830833596715,7.543781692052325,6.3835066348840055,4.1588830833596715,2.70805020110221,3.432942111714894,7.161036458807352,0.0,0.0,0,False,False,False,False,False,True,False,0
3.970291913552122,7.169380809114136,6.678342114654332,3.5553480614894135,5.41610040220442,3.2566457820417285,5.038975302282937,-8.050000000000011,0.0,0,False,False,False,True,False,False,False,0
2.70805020110221,5.901539839579995,5.288267030694535,2.70805020110221,0.0,3.297422909159964,5.901539839579995,0.0,0.0,0,False,False,False,True,False,False,False,1
3.5263605246161616,6.6119469443852195,5.8377304471659395,3.5263605246161616,0.0,3.1575547484623487,6.6119469443852195,0.0,0.0,0,False,False,False,True,False,False,False,0
2.8903717578961645,6.127960291696519,5.187385805840755,2.70805020110221,4.477336814478207,3.3290482739937666,4.773288792604053,-3.0999999999999943,0.0,0,False,False,False,True,False,False,False,0
4.356708826689592,7.395795270713971,6.851184927493743,4.290459441148391,3.6888794541139363,3.097585346618962,6.5636838063864795,-374.91999999999996,0.0,0,False,False,False,False,False,True,False,1
5.393627546352362,8.29645175271804,7.835974581721566,5.393627546352362,0.0,2.96032273612404,8.29645175271804,0.0,0.0,0,False,False,False,False,False,True,False,1
3.713572066704308,6.749040867823617,6.0112671744041615,3.6888794541139363,4.48863636973214,3.104855700572345,5.38298560505129,-67.43999999999994,0.0,0,True,False,False,False,False,False,False,0
4.653960350157523,7.910520910634419,7.028201432058005,4.356708826689592,5.10594547390058,3.3032205083635766,6.0458636449343475,112.33700000000002,0.0,0,True,False,False,False,False,False,False,0
4.477336814478207,7.520944331624911,6.695798917058491,4.2626798770413155,4.7535901911063645,3.100563338732817,5.947482031790204,-295.663,0.0,0,False,False,False,True,False,False,False,0
4.605170185988092,7.523783805985769,7.334981878871814,4.442651256490317,5.123963979403259,2.980239134936795,5.644779422325808,-151.154,0.0,0,True,False,False,False,False,False,False,1
3.332204510175204,6.373780434317173,4.844187086458591,3.295836866004329,4.532599493153256,3.1213364956888596,4.976173947550979,-0.11000000000001364,0.0,0,False,False,False,False,False,True,False,0
2.3978952727983707,5.998688392197302,5.872117789475416,2.3978952727983707,3.4011973816621555,3.718195508447989,5.324744728241408,-115.90000000000003,0.0,0,False,False,False,True,False,False,False,1
4.61512051684126,7.930803150780256,7.288244401020124,4.07753744390572,5.7430031878094825,3.3606045275538974,5.503837919313667,59.20857142857143,0.0,0,False,False,False,True,False,False,False,0
3.4965075614664802,6.311444385858925,5.869296913133774,3.4965075614664802,0.0,2.9004595930465586,6.311444385858925,0.0,0.0,0,True,False,False,False,False,False,False,0
4.61512051684126,6.1353267674944725,5.707110264748875,4.532599493153256,0.0,1.7243546218773436,6.1353267674944725,0.0,0.0,0,False,False,False,True,False,False,False,0
4.174387269895637,7.3674560152319755,6.705639094860003,3.912023005428146,5.564520407322694,3.247584751504654,5.104230315246308,-58.99999999999999,0.0,0,False,False,False,True,False,False,False,0
3.332204510175204,7.149508589545504,6.709304340258298,3.295836866004329,5.0369526024136295,3.8738825974239592,5.345216594922466,510.3200000000001,0.0,0,True,False,False,False,False,False,False,0
5.056245805348308,8.012889586306857,7.6586995582682995,4.5217885770490405,5.863631175598097,3.013090361853403,5.475154752625569,6.8277380952380975,0.0,0,True,False,False,False,False,False,False,0
4.844187086458591,7.7877554007552545,7.142036574706803,4.709530201312334,4.605170185988092,3.002021975651514,6.33050822556751,-19.720000000000027,0.0,0,True,False,False,False,False,False,False,0
4.454347296253507,7.400412858792405,7.240649694255466,4.454347296253507,0.0,3.0078119606453666,7.400412858792405,0.0,0.0,0,False,False,False,False,False,True,False,0
4.0943445622221,7.011799929268738,7.072421900537371,3.871201010907891,4.962844630259907,2.9852110170419164,5.269759371471424,-58.611000000000004,0.0,0,True,False,False,False,False,False,False,1
1.791759469228055,4.446174454497633,2.4849066497880004,1.791759469228055,0.0,2.882563575448353,4.446174454497633,0.0,0.0,0,True,False,False,False,False,False,False,1
2.4849066497880004,5.423186348593906,4.553876891600541,2.4849066497880004,0.0,3.0684756787459158,5.423186348593906,0.0,0.0,0,True,False,False,False,False,False,False,1
1.791759469228055,6.0607573736039315,4.574710978503383,1.791759469228055,0.0,4.460606734796738,6.0607573736039315,0.0,0.0,0,False,False,False,True,False,False,False,0
4.007333185232471,7.445061184797548,6.754604099487962,4.007333185232471,0.0,3.48657625400139,7.445061184797548,0.0,0.0,0,False,False,False,True,False,False,False,1
4.663439094112067,8.136313373066384,7.506042178518122,4.5217885770490405,5.087596335232384,3.512341142075709,6.28680699440045,172.79999999999995,0.0,0,False,False,False,True,False,False,False,0
4.356708826689592,7.4437338971514055,7.256297239690681,4.060443010546419,5.3706380281276624,3.1434354969911857,5.351928055668234,86.51199999999999,0.0,0,True,False,False,False,False,False,False,0
4.663439094112067,7.968856059639959,7.251344983372214,4.406719247264253,5.429345628954441,3.3502549029245805,5.823592565270686,-26.11700000000002,0.0,0,True,False,False,False,False,False,False,0
4.700480365792417,9.312325497408466,8.62191350218664,4.5217885770490405,4.6443908991413725,4.630683227206711,7.823483747552745,-1341.4899999999998,0.0,0,False,False,False,False,False,True,False,0
3.295836866004329,6.542947351813216,5.356586274672012,3.295836866004329,0.0,3.3202236851974547,6.542947351813216,0.0,0.0,0,False,False,False,False,False,True,False,1
4.127134385045092,7.1130443840624835,6.721425700790643,3.8066624897703196,4.553876891600541,3.0498788704487443,5.6965087734853785,-89.18,0.0,0,False,False,False,True,False,False,False,0
3.6635616461296463,6.632133521022722,5.659482215759621,3.4011973816621555,5.602118820879701,3.0421386463681466,4.341334840010591,-142.52499999999998,0.0,0,False,True,False,False,False,False,False,0
2.9444389791664403,6.334007604663525,5.707110264748875,2.833213344056216,4.543294782270004,3.4733629924623406,4.928507758852662,6.045000000000015,0.0,0,False,False,False,True,False,False,False,1
6.506232390106598,9.89756986249604,11.256419009986898,6.113682179832232,5.749392985908253,3.4258447723139565,7.46156142223285,-17.506636363636385,0.0,0,False,False,False,True,False,False,False,0
5.262690188904886,8.202509843461513,7.347943823148687,5.075173815233827,5.872117789475416,2.9960186908659696,5.656292246453778,32.993095238095236,0.0,0,True,False,False,False,False,False,False,0
3.5553480614894135,6.506650650150935,6.0112671744041615,3.5553480614894135,0.0,3.0283987491115765,6.506650650150935,0.0,0.0,0,False,False,False,False,False,True,False,1
3.4011973816621555,6.3992436425478765,5.846438775057725,3.4011973816621555,0.0,3.0774552663701726,6.3992436425478765,0.0,0.0,0,False,False,False,True,False,False,False,0
3.828641396489095,6.694611562246261,6.184148890937483,3.4965075614664802,5.717027701406222,2.940970984313764,4.300088362784369,5.550000000000006,0.0,0,False,False,False,False,True,False,False,0
3.6888794541139363,6.690295544136225,5.916202062607435,3.6888794541139363,5.438079308923196,3.0728832301782982,4.544107727022218,-45.400000000000006,0.0,0,False,False,False,True,False,False,False,1
4.836281906951478,7.528498419486568,7.200424892944957,4.574710978503383,5.8664680569332965,2.764712788336757,4.990562577973352,-10.482261904761906,0.0,0,True,False,False,False,False,False,False,0
3.4339872044851463,7.474182104762846,6.608000625296087,3.4339872044851463,0.0,4.0893096862574705,7.474182104762846,0.0,0.0,0,False,False,False,True,False,False,False,1
3.6109179126442243,6.6569835605504535,6.208590026096629,3.6109179126442243,0.0,3.1174581432980815,6.6569835605504535,0.0,0.0,0,False,False,False,True,False,False,False,0
3.4339872044851463,6.369438547154207,5.556828061699537,3.4339872044851463,0.0,3.016727000474497,6.369438547154207,0.0,0.0,0,False,False,True,False,False,False,False,1
3.4657359027997265,6.717562827807613,6.280395838960195,3.295836866004329,5.857933154483459,3.3192173146483928,4.195196247625888,-31.889999999999986,0.0,0,False,False,True,False,False,False,False,0
5.68697535633982,8.981865132439246,8.17103418920548,5.560681631015528,5.552959584921617,3.334444468011407,6.724656277198986,-1082.554,0.0,0,False,False,False,True,False,False,False,0
4.584967478670572,8.22988438262624,7.351158226430694,4.418840607796598,5.877735781779639,3.680441895968698,5.678402665724162,-44.051999999999985,0.0,0,False,False,False,True,False,False,False,0
2.4849066497880004,5.5506312951620265,4.770684624465665,2.4849066497880004,0.0,3.190850391869472,5.5506312951620265,0.0,0.0,0,False,False,False,True,False,False,False,0
5.4638318050256105,8.777778952206313,7.9748769005588755,5.099866427824199,5.82600010738045,3.353622436262015,6.272628308683303,8.983214285714288,0.0,0,False,False,False,True,False,False,False,0
4.6913478822291435,8.529185001388596,7.496652438168283,4.68213122712422,4.867534450455582,3.8679782307335806,6.862327568631045,-2974.0,0.0,0,False,False,False,True,False,False,False,0
6.042632833682381,9.50128237507538,9.31217467785745,5.407171771460119,5.908082938168931,3.4918698397137553,6.919457572020838,-206.168,0.0,0,False,False,False,True,False,False,False,0
3.9318256327243257,6.6934971352559,5.978885764901122,3.8501476017100584,5.170483995038151,2.8404109087423928,4.778885711205612,233.64,0.0,0,False,False,False,True,False,False,False,0
3.6109179126442243,8.965831447914955,7.628517626575055,3.4657359027997265,5.241747015059643,5.386772030201913,6.983333696368799,-128.0899999999997,0.0,0,False,False,False,True,False,False,False,0
2.833213344056216,6.234430333369278,5.356586274672012,2.833213344056216,0.0,3.4908285877894865,6.234430333369278,0.0,0.0,0,False,False,False,True,False,False,False,1
5.298317366548036,8.507629605767502,7.980365765111246,4.787491742782046,5.799092654460526,3.2535267774149355,6.027716560837448,34.74466666666666,0.0,0,False,True,False,False,False,False,False,0
4.59511985013459,7.9751692554798295,7.074116816197362,4.454347296253507,4.836281906951478,3.4230154502475263,6.334373397486329,1126.71,0.0,0,False,False,False,True,False,False,False,0
2.4849066497880004,5.162211233551045,4.804021044733257,2.4849066497880004,0.0,2.8200251566776373,5.162211233551045,0.0,0.0,0,False,True,False,False,False,False,False,1
2.5649493574615367,5.153638355178593,5.209486152841421,2.5649493574615367,0.0,2.7303551416227103,5.153638355178593,0.0,0.0,0,False,False,False,False,True,False,False,0
5.176149732573829,8.518484357502437,7.050989447068045,4.9344739331306915,5.0106352940962555,3.382358153784056,6.733287493168516,-174.518,0.0,0,False,False,False,True,False,False,False,0
1.6094379124341003,4.900820428089049,4.143134726391533,1.6094379124341003,0.0,3.536602018668358,4.900820428089049,0.0,0.0,0,False,False,False,False,True,False,False,0
4.060443010546419,6.9110598129904375,5.863631175598097,4.060443010546419,0.0,2.922321763919698,6.9110598129904375,0.0,0.0,0,False,False,False,True,False,False,False,0
3.295836866004329,6.168543217293113,5.25227342804663,3.295836866004329,0.0,2.961479201216219,6.168543217293113,0.0,0.0,0,True,False,False,False,False,False,False,1
3.1354942159291497,6.110247083097449,5.497168225293202,3.1354942159291497,0.0,3.0647705985533706,6.110247083097449,0.0,0.0,0,False,False,False,False,True,False,False,0
5.2574953720277815,8.310978042729836,7.348587530927593,4.787491742782046,5.10594547390058,3.104349522180144,6.445660089243072,176.10899999999998,0.0,0,True,False,False,False,False,False,False,0
2.1972245773362196,5.292701627762401,4.859812404361672,2.0794415416798357,2.8903717578961645,3.2478519331047178,4.846596645537466,-5.8799999999999955,0.0,0,False,False,False,False,True,False,False,1
5.872117789475416,9.109029423519523,8.791181936736017,5.583496308781699,5.749392985908253,3.2780525395510915,6.673650266260983,-504.2859999999999,0.0,0,False,False,False,False,False,True,False,0
3.1354942159291497,6.067429722163682,5.225746673713202,3.091042453358316,0.0,3.0238999939500486,6.067429722163682,0.0,0.0,0,False,False,False,False,False,True,False,0
3.784189633918261,6.562571204258897,6.161207321695077,3.784189633918261,0.0,2.85899308363737,6.562571204258897,0.0,0.0,0,False,False,False,True,False,False,False,1
2.772588722239781,8.168866163607964,6.914730892718563,2.772588722239781,0.0,5.464774863031448,8.168866163607964,0.0,0.0,0,False,False,False,False,True,False,False,0
4.51085950651685,7.81110665732229,7.644919344958857,4.454347296253507,5.4116460518550396,3.3467255517998904,5.681922079433179,-300.264,0.0,0,False,False,False,True,False,False,False,0
4.836281906951478,8.065277779528966,7.3987862754199485,4.663439094112067,5.351858133476067,3.2751926402190246,5.988033668368522,-12.265000000000041,0.0,0,False,False,False,False,False,True,False,0
4.143134726391533,7.768207666517555,6.738152494595957,3.9889840465642745,5.153291594497779,3.66654725918978,5.863559447103078,-435.44999999999993,0.0,0,False,False,False,False,False,True,False,0
3.6635616461296463,6.854776354191251,6.2285110035911835,3.58351893845611,5.365976015021851,3.255461490383477,4.770370702001935,63.56,0.0,0,False,False,False,False,False,True,False,0
3.58351893845611,6.718868216346018,5.662960480135946,3.58351893845611,4.110873864173311,3.203767988346619,5.622668823356829,-426.88,0.0,0,False,False,False,False,False,True,False,1
4.143134726391533,7.082204261557526,6.285998094508865,3.970291913552122,5.652489180268651,3.0050356369446267,4.741928452637282,-334.63,0.0,0,False,False,False,False,True,False,False,0
4.430816798843313,7.204729049594601,6.655440350367647,4.189654742026425,5.241747015059643,2.8450354616095708,5.226077091645572,6.572000000000008,0.0,0,True,False,False,False,False,False,False,0
3.4011973816621555,7.100893128209941,4.727387818712341,1.9459101490553132,5.703782474656201,3.7564172444951476,4.714215394182569,14.439999999999996,0.0,0,True,False,False,False,False,False,False,0
3.871201010907891,6.610951732080795,6.173786103901937,3.8501476017100584,5.030437921392435,2.8208595012988225,4.814936750956615,-139.69,0.0,0,True,False,False,False,False,False,False,0
3.6635616461296463,6.593783986707386,5.905361848054571,3.6109179126442243,4.859812404361672,3.0056044356407527,4.938209774698565,288.36,0.0,0,False,False,True,False,False,False,False,1
6.133398042996649,9.894701568567964,9.013473543740192,5.0369526024136295,5.8944028342648505,3.786363652425773,7.325245582848155,54.462272727272754,0.0,0,False,False,True,False,False,False,False,0
5.8289456176102075,8.790742363252102,8.330622620332868,5.402677381872279,5.820082930352362,3.014885433238884,6.291008873348897,-105.98571428571427,0.0,0,False,False,True,False,False,False,False,0
5.1298987149230735,8.278821782571185,7.799753318287247,4.948759890378168,5.093750200806762,3.1963745595216873,6.4238935685628,233.03099999999995,0.0,0,False,False,True,False,False,False,False,0
6.052089168924417,8.906093863622669,8.48632152774915,5.541263545158426,5.746203190540153,2.9121186340063696,6.4738893426584845,94.98599999999999,0.0,0,False,False,True,False,False,False,False,0
3.6109179126442243,6.585316116572351,6.284134161070802,3.6109179126442243,0.0,3.0489833724132662,6.585316116572351,0.0,0.0,0,False,False,True,False,False,False,False,0
5.455321115357702,8.82723638014411,7.786967002614872,5.187385805840755,5.846438775057725,3.4096621693527465,6.303193169838279,160.84333333333333,0.0,0,False,False,True,False,False,False,False,0
5.707110264748875,9.489542087633343,8.203577736937952,5.267858159063328,5.631211781821365,3.8081236439866095,7.161340359702721,-50.95200000000005,0.0,0,False,False,True,False,False,False,False,0
3.6109179126442243,6.525014994979364,5.4680601411351315,3.6109179126442243,0.0,2.991542955044855,6.525014994979364,0.0,0.0,0,False,False,False,True,False,False,False,0
3.4657359027997265,6.269474999863032,5.955837369464831,3.4657359027997265,0.0,2.8907301166170756,6.269474999863032,0.0,0.0,0,False,False,True,False,False,False,False,0
5.043425116919247,8.096400209353131,7.443078374348516,4.867534450455582,5.730099782973574,3.1050029915395125,5.680627230648585,74.79499999999996,0.0,0,False,False,True,False,False,False,False,0
5.384495062789089,8.630043190742814,8.103191752285786,5.030437921392435,5.8377304471659395,3.2880097616737896,6.114381335879517,-8.407500000000011,0.0,0,False,False,True,False,False,False,False,0
4.330733340286331,7.818422226986002,7.01301578963963,3.8501476017100584,5.777652323222656,3.53026661140678,5.360296685321313,0.9010714285714373,0.0,0,False,False,False,True,False,False,False,0
5.849324779946859,8.421281230578023,7.692569648067906,5.552959584921617,5.717027701406222,2.648042441010576,6.016556991862049,-53.18000000000004,0.0,0,False,False,False,False,True,False,False,0
4.02535169073515,7.169857970780942,6.272877006546167,3.8501476017100584,4.189654742026425,3.2032341288782438,6.018844175447516,-11.089999999999975,0.0,0,False,True,False,False,False,False,False,0
2.772588722239781,5.816902804925467,4.663439094112067,2.772588722239781,0.0,3.1496829333785823,5.816902804925467,0.0,0.0,0,False,True,False,False,False,False,False,1
5.5053315359323625,8.597653657970227,8.027802848370312,4.890349128221754,5.783825182329737,3.1404384945532495,6.131545156463189,50.1270238095238,0.0,0,False,True,False,False,False,False,False,0
3.295836866004329,6.134265345739653,5.564520407322694,3.258096538021482,0.0,2.928934792630475,6.134265345739653,0.0,0.0,0,False,True,False,False,False,False,False,0
3.044522437723423,5.5767442414854775,5.262690188904886,2.995732273553991,3.7612001156935624,2.650456398376628,4.706560330142023,10.429999999999978,0.0,0,False,False,True,False,False,False,False,0
3.1354942159291497,6.0747481512447195,5.337538079701318,3.044522437723423,3.4657359027997265,3.030880018105644,5.367445747978784,-31.25999999999999,0.0,0,False,True,False,False,False,False,False,1
4.356708826689592,7.128576134926702,6.56244409369372,4.189654742026425,5.857933154483459,2.8439273251946813,4.601522379876051,4.117142857142862,0.0,0,False,True,False,False,False,False,False,0
2.70805020110221,6.950910549296065,7.1204443723924875,2.70805020110221,0.0,4.3242272591593585,6.950910549296065,0.0,0.0,0,False,False,True,False,False,False,False,0
3.1780538303479458,6.00314605188182,5.075173815233827,3.091042453358316,3.6109179126442243,2.920586974264805,5.217649463480582,-90.80000000000004,0.0,0,False,False,True,False,False,False,False,0
4.127134385045092,8.356747405587967,7.893198869544609,3.58351893845611,5.739792912179234,4.259863631604946,5.931422568022301,131.74785714285716,0.0,0,False,False,True,False,False,False,False,0
5.0106352940962555,7.682662153888476,7.486613313139955,5.0106352940962555,0.0,2.7446819522921255,7.682662153888476,0.0,0.0,0,False,False,True,False,False,False,False,1
4.997212273764115,8.222787230875806,6.710523109452428,4.634728988229636,5.3706380281276624,3.270801980181514,6.128729611511924,103.62700000000001,0.0,0,False,False,False,False,True,False,False,1
2.302585092994046,6.180120167963518,4.51085950651685,1.9459101490553132,2.5649493574615367,3.999321378267564,5.844475660308344,0.0,0.0,0,False,False,True,False,False,False,False,0
3.1780538303479458,4.310799125385514,3.1780538303479458,3.1780538303479458,0.0,1.4340487924157905,4.310799125385514,0.0,0.0,0,False,True,False,False,False,False,False,1
3.091042453358316,7.174578816863813,6.796823718274855,2.995732273553991,5.10594547390058,4.145256434671202,5.312095718931269,412.48999999999995,0.0,0,False,False,False,False,True,False,False,1
4.248495242049359,5.989637879766574,5.60947179518496,4.060443010546419,1.0986122886681098,1.9128007444606725,5.925266316080285,0.0,0.0,0,False,True,False,False,False,False,False,0
2.0794415416798357,5.178970608915471,4.02535169073515,2.0794415416798357,0.0,3.266304518439312,5.178970608915471,0.0,0.0,0,False,True,False,False,False,False,False,1
3.5263605246161616,6.8911888096735625,5.869296913133774,3.4011973816621555,5.209486152841421,3.426697748739096,4.941948979389558,-379.53,0.0,0,False,False,False,False,True,False,False,1
3.5553480614894135,4.9346897371814515,4.605170185988092,3.4657359027997265,0.0,1.6213083555927865,4.9346897371814515,0.0,0.0,0,False,False,False,True,False,False,False,0
3.58351893845611,6.418837907265026,6.137727054086234,3.58351893845611,0.0,2.917446355155447,6.418837907265026,0.0,0.0,0,False,True,False,False,False,False,False,1
3.9512437185814275,6.926262950537876,6.089044875446846,3.9512437185814275,0.0,3.0423538883055934,6.926262950537876,0.0,0.0,0,False,False,False,True,False,False,False,1
2.833213344056216,5.95246380975825,4.882801922586371,2.833213344056216,0.0,3.2181255434774965,5.95246380975825,0.0,0.0,0,False,False,False,True,False,False,False,1
3.295836866004329,7.180115570136106,6.775366090936392,3.044522437723423,4.634728988229636,3.9408795447105995,5.701097053957698,145.65999999999997,0.0,0,False,False,True,False,False,False,False,0
5.652489180268651,7.825580832414862,7.22402480828583,5.455321115357702,5.087596335232384,2.28368937827197,5.976645866723898,-101.458,0.0,0,False,False,True,False,False,False,False,0
4.8283137373023015,7.629436465014086,7.1846291527173145,4.442651256490317,4.700480365792417,2.867206763744666,6.097923919233492,-0.9319999999999937,0.0,0,False,False,True,False,False,False,False,0
2.9444389791664403,5.83434279133577,5.214935757608986,2.8903717578961645,0.0,2.9925048487949177,5.83434279133577,0.0,0.0,0,False,False,True,False,False,False,False,0
5.030437921392435,7.876737127834484,7.272398392570047,4.812184355372417,5.272999558563747,2.9085749529007487,5.868739352560307,-205.196,0.0,0,False,False,True,False,False,False,False,0
3.6635616461296463,6.39806234681208,5.736572297479192,3.6635616461296463,0.0,2.8202504303932816,6.39806234681208,0.0,0.0,0,False,False,True,False,False,False,False,1
2.5649493574615367,5.266413817535028,5.272999558563747,2.4849066497880004,2.5649493574615367,2.836736542063533,4.932004287915802,0.0,0.0,0,False,False,True,False,False,False,False,0
4.672828834461906,7.490400973937009,6.763884908562435,4.454347296253507,5.746203190540153,2.88394127332761,5.062578377325303,25.933000000000003,0.0,0,False,True,False,False,False,False,False,0
4.976733742420574,8.408877201532766,8.216088098632316,4.74493212836325,5.783825182329737,3.470438370513596,5.943181881258134,28.038928571428567,0.0,0,False,False,True,False,False,False,False,0
4.276666119016055,7.183612715167257,6.450470422144176,4.174387269895637,4.543294782270004,2.9726942772462897,5.7749756337611124,-121.60999999999999,0.0,0,False,False,True,False,False,False,False,0
2.9444389791664403,5.857104239599851,5.459585514144159,2.9444389791664403,5.497168225293202,3.0141995870574485,3.6717277057358833,-34.36500000000001,0.0,0,False,False,True,False,False,False,False,0
4.532599493153256,7.567593835498341,6.6293632534374485,3.9512437185814275,5.717027701406222,3.0917734114397963,5.165856186112884,-19.09199999999999,0.0,0,False,False,True,False,False,False,False,0
4.204692619390966,7.416546835435133,6.81783057145415,3.9512437185814275,5.627621113690637,3.26522723124803,5.096432398143223,15.873999999999985,0.0,0,False,False,True,False,False,False,False,0
2.8903717578961645,4.838026416156094,3.828641396489095,2.8903717578961645,0.0,2.1241618103991557,4.838026416156094,0.0,0.0,0,False,False,True,False,False,False,False,0
2.833213344056216,5.860301775655642,5.0369526024136295,2.833213344056216,0.0,3.1295800223826125,5.860301775655642,0.0,0.0,0,False,True,False,False,False,False,False,0
4.1588830833596715,6.9940980992041535,6.480044561926653,4.1588830833596715,0.0,2.9062763526585442,6.9940980992041535,0.0,0.0,0,False,False,True,False,False,False,False,1
3.5553480614894135,6.575563866544399,5.393627546352362,3.367295829986474,4.553876891600541,3.0941792397258374,5.160838099144944,-26.55000000000001,0.0,0,False,True,False,False,False,False,False,1
5.568344503761097,9.441676670894656,7.938802248154481,5.564520407322694,2.772588722239781,3.897576628467179,9.036251235628374,0.0,0.0,0,False,True,False,False,False,False,False,0
3.091042453358316,5.899760357897641,5.2574953720277815,3.091042453358316,0.0,2.9085910180006356,5.899760357897641,0.0,0.0,0,False,False,False,False,True,False,False,0
5.6131281063880705,8.625033629522884,7.63433723562832,5.062595033026967,5.7430031878094825,3.0632454183065057,6.1962081818817865,-1190.52,0.0,0,False,False,False,False,True,False,False,0
6.171700597410915,9.503102518971122,8.807771066980044,5.627621113690637,5.8377304471659395,3.3684666923766557,6.986256352297718,56.10181818181819,0.0,0,False,False,False,False,True,False,False,0
3.970291913552122,6.889774590946187,6.523562306149512,3.871201010907891,5.529429087511423,2.9891529851164718,4.661099691609235,66.32,0.0,0,False,False,False,False,True,False,False,0
2.995732273553991,5.923453336491439,4.919980925828125,2.995732273553991,0.0,3.026057261505345,5.923453336491439,0.0,0.0,0,False,False,False,False,True,False,False,0
3.9318256327243257,6.9091443138264115,6.261491684321042,3.7612001156935624,5.220355825078324,3.044893797332336,4.9504718198290245,-255.90999999999997,0.0,0,False,False,False,False,True,False,False,0
4.248495242049359,7.058328137461511,6.452048954437226,4.0943445622221,3.4657359027997265,2.8810693652338513,6.349540149011471,-358.90000000000003,0.0,0,False,False,False,False,True,False,False,0
2.1972245773362196,5.341376856008484,4.90527477843843,2.0794415416798357,4.418840607796598,3.2949105111441983,4.037081100848046,-111.0,0.0,0,False,False,False,False,True,False,False,1
1.791759469228055,4.566429357671661,3.912023005428146,1.791759469228055,0.0,2.997730276216664,4.566429357671661,0.0,0.0,0,False,False,False,False,True,False,False,1
